ds,yhat,yhat_lower,yhat_upper
2022-03-26,311115.1507152687,244972.21075417247,382327.1079152684
2022-03-27,315104.02616439393,245705.30957286907,381737.5873255859
2022-03-28,324269.7565735145,260130.77822706633,390860.25502953894
2022-03-29,316778.5156880655,249162.92752246495,382404.25302802614
2022-03-30,309447.941585005,238187.82386471535,376674.31147611793
2022-03-31,311587.6574595901,247265.78455407528,383134.4738137338
2022-04-01,304678.92547337635,230758.53394823524,374700.62850524345
2022-04-02,299338.4030134785,234428.90905880625,368602.98407154606
2022-04-03,303237.08748713613,234912.49306465808,371151.1395918006
2022-04-04,312625.76441437256,243172.2784076857,383158.59032036463
2022-04-05,305665.12068020273,236500.10199611104,371345.1795149669
2022-04-06,299159.5218228196,231519.11258560442,367311.9570964494
2022-04-07,302397.92667462595,235544.42917187102,367406.5712466072
2022-04-08,296834.13074887905,230609.04516608454,362194.03476216365
2022-04-09,293051.2901641927,223589.9178858265,357947.0176037803
2022-04-10,298681.78980249865,230095.47198046654,363542.07083614985
2022-04-11,309933.74383283436,242311.7135481832,378120.9607490517
2022-04-12,304922.2603931502,237166.81675322473,371904.46250330977
2022-04-13,300404.4367917416,237134.82636495694,367100.3656855516
2022-04-14,305621.52418546187,240918.367295574,376885.74455886206
2022-04-15,301980.41847643803,233767.1084607551,369789.07407972607
2022-04-16,300019.3947070168,233282.59797968692,364899.32588326256
2022-04-17,307329.11559243966,243015.9542038708,371920.873654621
2022-04-18,320080.17154573224,257388.72792606434,389135.0960344121
2022-04-19,316355.25637987896,245450.10767724167,387930.8776470202
2022-04-20,312884.92126437067,245624.954329873,382608.3142099337
2022-04-21,318890.32691497233,253793.87373924992,389258.9360054081
2022-04-22,315765.13653221127,248295.12935877664,383840.5398000544
2022-04-23,314041.4582140757,245803.00108738488,377300.8232268654
2022-04-24,321310.86446251057,252762.46434306615,385626.27174714097
2022-04-25,333751.7487945179,259669.53035814373,401463.10993437265
2022-04-26,329461.131831165,259940.85500010746,396619.6802983163
2022-04-27,325189.8728653265,260087.76834662273,396599.7554075671
2022-04-28,330184.7251079178,269247.17423752614,397541.9467277129
2022-04-29,325869.39956225944,262255.7212068278,394132.1135558771
2022-04-30,322809.5722070607,256117.5734800722,391000.83054826665
2022-05-01,328632.89078395796,262173.37095650105,394999.2262138636
2022-05-02,339555.27173318854,272582.4715459052,408528.6625390501
2022-05-03,333711.6311234305,263711.0719410285,400770.80464356585
2022-05-04,327890.03705453855,261574.2113766706,396922.730875286
2022-05-05,331372.75228981057,267877.2332077595,397689.4096921246
2022-05-06,325616.36081085267,259966.68738611185,389039.39402784617
2022-05-07,321215.93903543166,251549.84713903558,390829.1800492139
2022-05-08,325824.3509097609,258717.35866402587,397869.30260442547
2022-05-09,335677.97570218943,268896.53899552615,405238.7459255339
2022-05-10,328927.02690141386,263144.15077511163,395545.45074976626
2022-05-11,322369.45873877057,253202.39433778712,384180.589497365
2022-05-12,325291.93324502534,259579.27804013947,394122.96695562475
2022-05-13,319150.0404508271,252596.72643408398,388584.29987599084
2022-05-14,314532.72632017697,245022.14585569786,376657.9886203474
2022-05-15,319081.99636979884,255475.17440116705,383427.42330600607
2022-05-16,329019.18867244,267405.86788525124,395477.71386764373
2022-05-17,322475.9547486871,254534.5130859837,391227.84940576315
2022-05-18,316228.9222506923,244400.95115798802,379078.3116976441
2022-05-19,319541.48689360317,252711.4125558259,387179.86232376023
2022-05-20,313844.8990359931,244353.3949020228,386068.3273485881
2022-05-21,309703.5713489903,241663.71670846335,377451.548082911
2022-05-22,314735.64730713866,247022.90447039015,381453.74019277113
2022-05-23,325140.0967791166,259500.40510094905,397605.09934642847
2022-05-24,319028.4514399415,249775.3073763086,383388.07337922853
2022-05-25,313160.1305448866,238857.8011843593,382664.78950923635
2022-05-26,316784.7842805122,251928.29158780744,385281.50423114345
2022-05-27,311323.80357957596,241615.53578329712,379436.81526759744
2022-05-28,307335.9105346516,235190.27937879396,378695.98921812145
2022-05-29,312437.8614021001,240257.06599181003,383953.8130331556
2022-05-30,322831.52550631925,258991.1926620586,389841.3699317268
2022-05-31,316635.45463766076,245290.58742278162,384951.8986272552
2022-06-01,310619.900071194,237728.2832835084,375799.9658072347
2022-06-02,314048.7156081496,248831.59784578267,379025.875259447
2022-06-03,308360.3107422798,237552.16835794257,381114.71768214257
2022-06-04,304132.5870319364,236409.95320800864,371017.211543006
2022-06-05,309002.911618821,241874.27786829535,374702.9781901509
2022-06-06,319194.4154919736,248129.42311634254,386507.39494419505
2022-06-07,312846.75694138615,244441.3967997039,379340.6774566549
2022-06-08,306750.33396105876,240265.72285280126,372598.54347415775
2022-06-09,310187.41046164505,240010.00865922563,381353.7297936668
2022-06-10,304612.3460484224,237353.08187008064,368913.8976269732
2022-06-11,300615.88628896984,238083.10518184115,370203.4564787213
2022-06-12,305844.58881938836,239702.2366146225,374602.43330392765
2022-06-13,316526.6911516625,250660.23026145218,387272.8787047847
2022-06-14,310802.5751797661,243306.40895388596,378939.59467456164
2022-06-15,305458.8225326819,237994.33612364708,374888.3033027136
2022-06-16,309769.3315330381,238433.64740321698,378761.80193078244
2022-06-17,305175.68673735985,239868.82835904334,370138.3097185051
2022-06-18,302251.7344866331,233330.16032956942,368398.8421536713
2022-06-19,308623.43170647597,241150.0070848836,379234.47803356196
2022-06-20,320495.2613468081,254176.52371882537,394875.67859600676
2022-06-21,315981.3530031707,247933.32038601083,374387.14755912847
2022-06-22,311840.2829411288,245851.55301300262,379290.99795820325
2022-06-23,317317.0014932595,252416.85848782343,383880.31220839743
2022-06-24,313824.0538621663,246668.8130482373,382739.4558569184
2022-06-25,311907.02141653484,243202.1558355494,377461.4613265349
2022-06-26,319165.22389307653,251183.51557434935,382879.1233050368
2022-06-27,331778.949120383,261393.93952168574,406663.6704979509
2022-06-28,327841.3234073204,260762.65165163318,395423.1173011842
2022-06-29,324093.7730916273,254597.7500126374,388861.9887799065
2022-06-30,329768.5042015473,264743.5003618726,400483.00187952426
2022-07-01,326270.14851669257,259224.01361376574,393718.94092420314
2022-07-02,324141.4892229928,256992.10461999706,388090.0520044659
2022-07-03,330984.296882621,263934.43485376297,399493.9617403517
2022-07-04,342986.53744998033,273286.83099522773,411134.41365304484
2022-07-05,338254.0650746818,268708.23897743825,410673.78103513183
2022-07-06,333545.754788176,264451.63888833526,402399.30926665897
2022-07-07,338115.51121145114,270286.5809423607,403576.6135143474
2022-07-08,333393.31517100474,266893.5402647776,401455.72646495496
2022-07-09,329950.2390180625,261774.31859284992,398378.4782788796
2022-07-10,335418.4824470001,267930.07915792085,402754.5339426659
2022-07-11,346017.71445817396,281596.8666956233,419126.5273940082
2022-07-12,339885.8602370212,269512.5670762209,405724.8827063552
2022-07-13,333813.315402481,265972.6142168396,398546.1623063868
2022-07-14,337084.0516115074,265980.0145904853,404016.4227329231
2022-07-15,331155.802895694,264403.3233436529,403792.1163482464
2022-07-16,326624.28981163615,264072.4010853178,393694.9671688951
2022-07-17,331142.55747308483,257542.19624666567,393335.124745805
2022-07-18,340946.73461911536,276253.9922961209,405907.73250763054
2022-07-19,334186.3705258545,266740.60855794465,402468.00149691716
2022-07-20,327658.34647709364,261480.65007405434,396719.2290219276
2022-07-21,330647.8350256134,261098.34244975395,397917.8086741405
2022-07-22,324608.50166176044,251115.69081151948,393604.87286073354
2022-07-23,320126.9057130469,253215.79213839263,386307.35539210774
2022-07-24,324842.1715620886,261352.87891423993,394962.44601903716
2022-07-25,334972.22749894304,263304.5342665352,403664.1731151686
2022-07-26,328644.754678682,255349.69795150735,396901.7037075712
2022-07-27,322631.8242127032,256642.4146089613,388533.36920738005
2022-07-28,326191.6739365959,259346.35729742175,387835.25983834907
2022-07-29,320749.7941069276,249973.41696375856,390597.0489222894
2022-07-30,316864.2518905946,247390.15248047689,382253.9569276679
2022-07-31,322146.2972006357,258420.4050539808,390939.76328887336
2022-08-01,332787.5182177412,264318.18744385825,401181.9340656469
2022-08-02,326891.66049398074,259932.03426121088,395961.92351800745
2022-08-03,321210.06037109584,259518.46176105345,390894.0210088322
2022-08-04,324984.1190798077,255503.88442716008,394303.570365764
2022-08-05,319626.96449789277,257427.71424351208,391239.517934236
2022-08-06,315689.2117549549,251658.00434228606,384411.0089379818
2022-08-07,320779.8507530991,252524.93232361457,384116.61622144555
2022-08-08,331093.5191189546,266676.66497270105,398781.645860605
2022-08-09,324742.2696464696,256659.71008859182,393778.2853335554
2022-08-10,318490.7832983726,247386.2789656629,386574.44242860423
2022-08-11,321598.4596577633,246739.23408717755,385352.27777969715
2022-08-12,315500.54239676415,248208.1924804765,381232.21176227863
2022-08-13,310773.20629883895,244674.79983603602,379524.25128669245
2022-08-14,315053.65366143105,246693.77260770023,386102.08927581075
2022-08-15,324566.501954878,261547.99129681636,388101.2403249373
2022-08-16,317454.5984689557,253141.31287548595,387549.15056212235
2022-08-17,310513.24182100367,241779.30609099474,375974.655771544
2022-08-18,313031.2725363343,243731.7495851656,387954.1806751395
2022-08-19,306471.2211115171,240483.68264149493,375148.0362705114
2022-08-20,301433.47055876115,230986.11532434853,367732.9391146734
2022-08-21,305575.510333681,237421.37204628208,372739.04651021096
2022-08-22,315137.59055293346,246297.00634963915,387160.54188806
2022-08-23,308272.9359977151,234692.14915034504,375086.25065020623
2022-08-24,301781.5199164406,236697.79475171262,366448.04223630816
2022-08-25,304950.87548113,240111.0986554248,372137.0157167377
2022-08-26,299236.14402002544,235759.47904902804,368263.074510096
2022-08-27,295224.3224306642,223935.72074069642,365539.29005497106
2022-08-28,300553.78656120866,229546.05288498112,367416.23227038176
2022-08-29,311440.3937867989,245820.58148173956,384060.0103903858
2022-08-30,306008.31314933073,241284.1375309511,376504.4934564332
2022-08-31,301024.56678008393,234890.11248974793,374376.48040976917
2022-09-01,305740.73943928006,241722.05144150043,370782.14556263835
2022-09-02,301574.03012875933,235784.0635223774,372132.07283684076
2022-09-03,299072.579581398,231122.17330020093,367677.13786416675
2022-09-04,305836.11919788795,242102.78791352772,371352.68833800126
2022-09-05,318043.2117270765,251524.70120710565,384199.1549428184
2022-09-06,313783.19837463973,246826.64685228284,380582.2320655368
2022-09-07,309791.802608934,239082.51176689044,376016.19378620223
2022-09-08,315293.81528908596,245666.42541864447,385683.5403855128
2022-09-09,311685.0050393131,244823.70381472,373632.5527240549
2022-09-10,309498.1607529097,244248.06116916274,378273.53251541406
2022-09-11,316324.2887941721,252589.536221581,386801.3576891415
2022-09-12,328340.2168303471,263450.64802084264,394824.3432528268
2022-09-13,323640.7058338802,257172.98505524866,390338.3617154645
2022-09-14,318974.0130405293,252119.45777926483,393267.0217984739
2022-09-15,323584.3289215008,256291.35698505875,386194.791059298
2022-09-16,318893.236575071,249102.80371368577,380619.4271933902
2022-09-17,315465.1108455786,250170.92083828917,379643.3913228547
2022-09-18,320927.4958775862,255473.8096919022,385129.898669061
2022-09-19,331497.73446750623,262812.7781149709,397431.88176476915
2022-09-20,325313.9769004864,255294.89717805793,392797.68923057185
2022-09-21,319169.54220986547,251384.54525813067,392404.5920178897
2022-09-22,322354.0882323355,259550.4938120365,390355.6956595537
2022-09-23,316333.7744100753,245594.3723322629,378654.21585597075
2022-09-24,311715.371416744,240251.23999809424,375375.18637353455
2022-09-25,316165.3932568423,248979.81886675316,381800.6214049998
2022-09-26,325935.56125464983,252139.72990247226,390921.4894695131
2022-09-27,319192.76174145885,255560.00553480964,388480.9283785232
2022-09-28,312752.50157182815,244034.24145777823,379499.5506313267
2022-09-29,315919.34518976824,244005.3255819896,381416.47508788644
2022-09-30,310166.5398855775,243366.9100142549,385061.08947351424
2022-10-01,306099.8006654583,237959.82991946404,379586.64718594326
2022-10-02,311376.3418511695,244474.1443108229,380322.35136745207
2022-10-03,322230.47004263755,255523.60933083209,385270.8254547193
2022-10-04,316803.89902839024,243472.8712519145,378467.249451338
2022-10-05,311879.7830957694,240272.05899358666,385056.7606612523
2022-10-06,316723.93850524887,253500.56132949566,386590.87920732796
2022-10-07,312765.43988819496,245191.6179692006,382631.264240738
2022-10-08,310561.5377095094,244212.15037138705,377115.19314501976
2022-10-09,317717.9539144307,249784.2221277496,386538.08828536124
2022-10-10,330415.83649705804,266370.37526428886,401898.5138600641
2022-10-11,326743.49671689386,260575.34093878925,392683.1805737266
2022-10-12,323431.8866165391,257943.4283796595,390462.41914208134
2022-10-13,329697.2469499868,263233.07938864134,400500.06303303444
2022-10-14,326923.07287808124,257755.96141779717,390221.4614812235
2022-10-15,325626.3055358367,259037.23033376312,396263.87723375
2022-10-16,333378.7709893774,268709.5683371523,398403.32900342497
2022-10-17,346335.1151672532,277411.52474711585,414952.7977476077
2022-10-18,342565.3306999835,277566.60643489053,410621.1260026366
2022-10-19,338790.8106877257,272002.635109008,401359.25189383305
2022-10-20,344227.34267689375,279465.31009316986,414883.4705664804
2022-10-21,340267.17967339,276657.0928090485,406911.1112065681
2022-10-22,337445.0923754745,268417.90304323804,406190.1232760227
2022-10-23,343359.42695825617,273553.3262525439,415190.2453463214
2022-10-24,354199.4264810904,280694.1352660432,419837.9825785535
2022-10-25,348076.9277583138,278020.6816666504,413452.15808651445
2022-10-26,341761.3906070556,275639.398363634,408459.724562354
2022-10-27,344521.7000320756,276773.14150697517,412511.8539355436
2022-10-28,337806.91008474433,266490.5358507435,401900.45246123197
2022-10-29,332210.86923204764,265416.3971158463,401198.29218309105
2022-10-30,335391.7899743597,267689.66482640797,406540.58935150196
2022-10-31,343598.0608720817,272543.9409640389,411014.06794795074
2022-11-01,334998.45347647724,263337.8207801106,402626.52935224184
2022-11-02,326415.7211659362,257927.52941356465,398219.9326801446
2022-11-03,327167.0688528335,255678.52885433138,395444.04686172237
2022-11-04,318743.6979492379,254543.4234993952,388153.67834201624
2022-11-05,311774.39833968785,243375.22574225962,373903.5103273405
2022-11-06,313944.27738532604,245666.59641868348,378003.6754217763
2022-11-07,321519.94603007985,253527.73495289285,384406.96457856207
2022-11-08,312679.33043931506,241466.254021069,377817.44982000964
2022-11-09,304245.1157034115,233811.9524564949,371480.1010280975
2022-11-10,305525.30345163617,237126.22130436933,375669.8677087155
2022-11-11,297993.0839344004,227091.09202288726,365361.02155885403
2022-11-12,292250.98391249386,222768.37581884014,362716.05418249033
2022-11-13,295950.3637050804,224579.28266950915,365922.22749827045
2022-11-14,305317.56102467,242851.08501700003,372750.1696192435
2022-11-15,298484.8224713493,228871.35319841444,368437.68107957323
2022-11-16,292224.99734198384,225898.63223108512,357762.49385974434
2022-11-17,295793.4403221153,225834.8383693248,364830.23698532867
2022-11-18,290609.2859489132,218000.60833890986,359925.70453855034
2022-11-19,287221.0171967742,222823.22934676477,356168.5342792074
2022-11-20,293227.3623398289,224491.2873001773,363120.46143509663
2022-11-21,304804.7794181599,238288.82658768227,374666.9455431984
2022-11-22,300039.63285524654,228117.4698373255,364822.3905646466
2022-11-23,295664.0035469126,225679.31335037792,363658.97906769335
2022-11-24,300898.54957174265,235563.1358073197,363667.85486795974
2022-11-25,297134.5557200083,232839.9285287383,363751.8057704023
2022-11-26,294900.0748966071,229468.88255983242,364054.785466571
2022-11-27,301781.18216493446,229222.4167440862,364499.6097568714
2022-11-28,313949.59361821355,245046.90450738362,381187.557530272
2022-11-29,309494.75389153464,236683.58100409847,378492.3569513449
2022-11-30,305159.3392786038,234351.9215100731,371666.2166580434
2022-12-01,310181.60541640874,246546.40089353148,380193.5252250539
2022-12-02,305976.7353280125,238234.94067950902,368820.2690775007
2022-12-03,303102.11370175536,236495.99565057651,372665.01231257763
2022-12-04,309177.5755255247,245200.10835460227,378272.28130416956
2022-12-05,320411.9123170048,251043.36102332055,387431.53964638105
2022-12-06,314933.7735886482,246229.35559991683,384894.9132075012
2022-12-07,309525.94610790664,240903.46968315722,377340.18017294054
2022-12-08,313466.4762273055,248489.65545623156,382411.1916602945
2022-12-09,308208.8270429645,245696.37792929306,375655.92628125893
2022-12-10,304346.03083230276,233433.95789944046,371927.65105008334
2022-12-11,309529.9170682795,239720.58018158356,372056.0437880209
2022-12-12,319996.72810854693,253021.6166027413,387315.6097221366
2022-12-13,313897.2849157679,249377.76950186153,384255.82983499207
2022-12-14,308030.7052479064,238166.17487855224,380174.9212382651
2022-12-15,311685.1540850564,241980.93508324877,382062.0851075041
2022-12-16,306317.82676885836,240773.4949167112,373437.29743616184
2022-12-17,302519.1280319702,236073.9904171312,370169.55271898134
2022-12-18,307932.12391455984,239753.941354146,379861.53079687984
2022-12-19,318778.5694792934,255449.96292951892,387199.64294099057
2022-12-20,313189.6599218227,249637.45041889028,387457.8170527573
2022-12-21,307940.48766112636,242581.3519621362,377693.1495006942
2022-12-22,312291.66085573623,247296.69486402848,375493.68977391743
2022-12-23,307670.2557861089,239583.48608213192,380067.00956306834
2022-12-24,304635.0353983205,232185.2069701475,374982.05504027195
2022-12-25,310796.97821539675,244597.47529432768,378237.65154983674
2022-12-26,322346.38682766684,259828.77200156238,391562.92333690333
2022-12-27,317384.68996702664,245553.50075612732,391630.903742191
2022-12-28,312659.8882766982,247183.637859821,378467.0994526707
2022-12-29,317409.0688421592,251605.34669134187,384982.51949068066
2022-12-30,313040.13354406814,251006.7639219715,379071.09466641734
2022-12-31,310097.64996175433,247201.36119685954,382252.91481119546
2023-01-01,316183.8499787643,243658.85214845222,383531.9094051591
2023-01-02,327486.0313177603,262350.8482716314,395236.36340685806
2023-01-03,322108.46750011184,256986.8289135737,388511.174449975
2023-01-04,316807.773551321,251047.14393884453,383755.55989792553
2023-01-05,320835.15550823964,253515.86303288894,386612.5855710791
2023-01-06,315617.6974603436,247758.06668640295,383334.85999330314
2023-01-07,311723.60892458376,248091.74377711504,370927.1836020628
2023-01-08,316782.47674085904,246778.80311808473,387425.39412594575
2023-01-09,327011.80012684094,261388.05033626745,395247.3252589425
2023-01-10,320547.941458582,255911.68345645396,387841.6182011783
2023-01-11,314180.470001467,242828.82963092325,382369.5615753285
2023-01-12,317193.35847337137,250929.9716744137,379022.04596004315
2023-01-13,311045.218951817,245518.3437446613,380099.79518594075
2023-01-14,306333.5336641944,241162.19577663622,376989.46248814365
2023-01-15,310713.9565511643,249103.12786342652,378253.0210110917
2023-01-16,320425.99394935893,254563.99259926437,384876.2270654981
2023-01-17,313623.2237675357,249480.22001101458,381933.62762311124
2023-01-18,307107.05347454874,238871.4061152872,377987.5813179095
2023-01-19,310167.4954582463,236079.9205831591,377903.3845263152
2023-01-20,304263.15995675133,236954.53876708946,370979.21949542407
2023-01-21,299985.4293815215,234179.80325974783,370643.99695375585
2023-01-22,304977.89253530576,237458.43167434115,372731.12493249326
2023-01-23,315462.3439271702,249484.43764526927,390776.8528035719
2023-01-24,309569.4987413885,243286.4987599911,376804.0534841631
2023-01-25,304073.40954137506,233198.59610235578,373949.21426898416
2023-01-26,308233.0440282041,243729.01586131973,375687.91266486037
2023-01-27,303473.20037939365,236176.92157053712,370969.10090695805
2023-01-28,300349.69657573715,232774.5691685441,371630.43613735004
2023-01-29,306469.88188776275,239273.94121449496,372021.16092953883
2023-01-30,318019.7433712378,249053.07732334934,390481.56756405125
2023-01-31,313095.7245238581,244077.76667761826,376224.764236379
2023-02-01,308440.2087216814,239491.760102308,377674.30677268293
2023-02-02,313284.09423885157,241444.30973955654,377372.317121052
2023-02-03,309028.6067823503,240709.85793083912,379428.0547259075
2023-02-04,306211.25819863396,241171.38893810962,376989.82847696485
2023-02-05,312426.97545471,246854.55368321936,383900.4901631157
2023-02-06,323855.65308837604,251840.51978033097,387869.0887069937
2023-02-07,318594.2316407582,255074.79070242328,392153.3048074296
2023-02-08,313392.24552184093,245753.38570055773,381959.4452253947
2023-02-09,317494.2637112747,247507.90123034033,383227.3486485393
2023-02-10,312321.37171335786,242626.19148049928,373881.0473168898
2023-02-11,308436.61175203964,246622.77204199845,381963.3563966931
2023-02-12,313465.4192542861,247819.48376017433,388791.30796121195
2023-02-13,323622.3279924887,257066.69305902388,389688.3150470739
2023-02-14,317042.07025802846,247118.83126966347,381461.9195834728
2023-02-15,310514.043379191,247551.90126589633,375903.2417548476
2023-02-16,313323.59704276634,245448.78122091974,377807.2236644451
2023-02-17,306932.3231937315,239398.11535532676,376278.1024520314
2023-02-18,301942.3001815524,235494.25730516168,370277.54632413364
2023-02-19,306015.364198364,239373.40924476233,370299.4611208274
2023-02-20,315398.71466851287,245145.0838390642,385815.31552288245
2023-02-21,308255.0125350197,239426.34393381875,378089.3201215678
2023-02-22,301395.97265609313,236183.40732048373,368951.8886735573
2023-02-23,304122.9311140527,238417.72844550115,369320.5155849131
2023-02-24,297906.5912162527,228550.18556318711,362591.5980062036
2023-02-25,293350.9168651224,221149.24929690178,356179.34517042973
2023-02-26,298112.2578444772,233223.88073448767,366550.9764277799
2023-02-27,308425.01931850956,239793.32772724764,379357.21382331336
2023-02-28,302432.0340819828,235610.59517859097,366656.7716646663
2023-03-01,296918.63230942254,224089.7304448418,357801.099071853
2023-03-02,301153.87725389365,236876.48391457403,374158.59930864954
2023-03-03,296571.15277046565,229581.78461289426,368150.181948096
2023-03-04,293733.04838788183,225212.27943656957,360670.5711047644
2023-03-05,300251.5991168194,231140.36476655555,367818.08606644877
2023-03-06,312315.16130457557,246731.57187687902,382851.85220705566
2023-03-07,308020.0493411685,242403.37687837874,373180.2778450149
2023-03-08,304105.89244687976,238084.37766883988,373676.2156828277
